128.199.195.68 - - [24/Jul/2023:00:22:31 +0300] "GET / HTTP/1.1" 301 537 "-" "-"
128.199.195.68 - - [24/Jul/2023:00:22:31 +0300] "GET / HTTP/1.1" 301 537 "-" "Mozilla/5.0 (Linux; Android 6.0; HTC One M9 Build/MRA081537) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.1451.98 Mobile Safari/537.3"
128.199.195.68 - - [24/Jul/2023:00:22:36 +0300] "GET /about HTTP/1.1" 301 547 "-" "Go-http-client/1.1"
128.199.195.68 - - [24/Jul/2023:00:22:37 +0300] "GET /debug/default/view?panel=config HTTP/1.1" 301 599 "-" "Go-http-client/1.1"
128.199.195.68 - - [24/Jul/2023:00:22:38 +0300] "GET /v2/_catalog HTTP/1.1" 301 559 "-" "Go-http-client/1.1"
128.199.195.68 - - [24/Jul/2023:00:22:39 +0300] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1" 301 687 "-" "Go-http-client/1.1"
128.199.195.68 - - [24/Jul/2023:00:22:39 +0300] "GET /server-status HTTP/1.1" 301 563 "-" "Go-http-client/1.1"
128.199.195.68 - - [24/Jul/2023:00:22:41 +0300] "GET /login.action HTTP/1.1" 301 561 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:41 +0300] "GET / HTTP/1.1" 200 6291 "-" "Mozilla/5.0 (Linux; Android 6.0; HTC One M9 Build/MRA081537) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.1451.98 Mobile Safari/537.3"
128.199.195.68 - - [24/Jul/2023:00:22:42 +0300] "GET /_all_dbs HTTP/1.1" 301 553 "-" "Mozilla/5.0 (l9scan/2.0.531323e2737313e2532313e26383; +https://leakix.net)"
128.199.195.68 - - [24/Jul/2023:00:22:44 +0300] "GET /.DS_Store HTTP/1.1" 301 555 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:45 +0300] "GET /about HTTP/1.1" 404 5142 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:46 +0300] "GET /debug/default/view?panel=config HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:47 +0300] "GET /v2/_catalog HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:48 +0300] "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:49 +0300] "GET /server-status HTTP/1.1" 403 791 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:50 +0300] "GET /login.action HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:51 +0300] "GET /_all_dbs HTTP/1.1" 404 788 "-" "Mozilla/5.0 (l9scan/2.0.531323e2737313e2532313e26383; +https://leakix.net)"
139.59.230.191 - - [24/Jul/2023:00:22:52 +0300] "GET /.DS_Store HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:53 +0300] "GET /.env HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:54 +0300] "GET /.git/config HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
128.199.195.68 - - [24/Jul/2023:00:22:54 +0300] "GET /config.json HTTP/1.1" 301 559 "-" "Go-http-client/1.1"
128.199.195.68 - - [24/Jul/2023:00:22:56 +0300] "GET /telescope/requests HTTP/1.1" 301 573 "-" "Go-http-client/1.1"
128.199.195.68 - - [24/Jul/2023:00:22:57 +0300] "GET /?rest_route=/wp/v2/users/ HTTP/1.1" 301 587 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:57 +0300] "GET /config.json HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:22:59 +0300] "GET /telescope/requests HTTP/1.1" 404 788 "-" "Go-http-client/1.1"
139.59.230.191 - - [24/Jul/2023:00:23:00 +0300] "GET /?rest_route=/wp/v2/users/ HTTP/1.1" 200 1176 "-" "Go-http-client/1.1"
154.28.229.66 - - [24/Jul/2023:00:23:07 +0300] "GET / HTTP/1.1" 200 5598 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.9 (KHTML, like Gecko) Chrome/5.0.307.1 Safari/532.9"
216.24.219.185 - - [24/Jul/2023:00:24:11 +0300] "GET / HTTP/1.1" 200 5527 "-" "Python/3.8 aiohttp/3.8.3"
216.24.219.185 - - [24/Jul/2023:00:24:12 +0300] "GET / HTTP/1.1" 200 849 "-" "Python/3.8 aiohttp/3.8.3"
34.31.211.36 - - [24/Jul/2023:00:25:09 +0300] "GET / HTTP/1.1" 301 574 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
34.31.211.36 - - [24/Jul/2023:00:25:10 +0300] "GET / HTTP/1.1" 200 5394 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
51.81.167.146 - - [24/Jul/2023:00:39:02 +0300] "GET / HTTP/1.1" 301 518 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
51.81.167.146 - - [24/Jul/2023:00:39:02 +0300] "GET / HTTP/1.1" 200 6330 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1"
39.110.218.101 - - [24/Jul/2023:01:21:04 +0300] "GET /robots.txt HTTP/1.1" 404 5139 "-" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36"
39.110.218.101 - - [24/Jul/2023:01:21:04 +0300] "GET / HTTP/1.1" 200 849 "-" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36"
171.244.43.14 - - [24/Jul/2023:06:21:32 +0300] "GET /robots.txt HTTP/1.1" 404 5139 "-" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36"
171.244.43.14 - - [24/Jul/2023:06:21:32 +0300] "GET / HTTP/1.1" 200 849 "-" "Mozilla/5.0 (Linux; Android 13; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36"
47.251.15.21 - - [24/Jul/2023:12:29:49 +0300] "GET / HTTP/1.1" 200 5323 "-" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.251.14.232 - - [24/Jul/2023:12:29:51 +0300] "GET /Public/home/js/check.js HTTP/1.1" 404 4935 "-" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
47.254.76.138 - - [24/Jul/2023:12:29:52 +0300] "GET /static/admin/javascript/hetong.js HTTP/1.1" 404 4935 "-" "Mozilla/5.0 (Linux; Android 11; M2004J15SC) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Mobile Safari/537.36"
193.56.116.54 - - [24/Jul/2023:12:58:24 +0300] "GET / HTTP/1.1" 200 5527 "-" "Python/3.8 aiohttp/3.8.3"
179.43.169.181 - - [24/Jul/2023:13:00:08 +0300] "GET / HTTP/1.1" 200 6272 "-" "Mozilla/5.0 (X11; Linux i686; rv:10.0) Gecko/20100101 Firefox/10.0"
205.169.39.244 - - [24/Jul/2023:13:03:43 +0300] "GET / HTTP/1.1" 301 574 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
205.169.39.244 - - [24/Jul/2023:13:03:46 +0300] "GET / HTTP/1.1" 200 5642 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
205.169.39.244 - - [24/Jul/2023:13:03:51 +0300] "GET / HTTP/1.1" 301 574 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
205.169.39.244 - - [24/Jul/2023:13:03:52 +0300] "GET / HTTP/1.1" 200 5582 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
205.169.39.244 - - [24/Jul/2023:13:03:52 +0300] "GET /styles.css HTTP/1.1" 200 4119 "https://th.devserver.ro/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
205.169.39.244 - - [24/Jul/2023:13:03:52 +0300] "GET /images/logo.jpg HTTP/1.1" 200 32055 "https://th.devserver.ro/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
205.169.39.244 - - [24/Jul/2023:13:03:52 +0300] "GET /images/tudor_halatiu.jpg HTTP/1.1" 200 141426 "https://th.devserver.ro/styles.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36"
87.236.176.183 - - [24/Jul/2023:17:19:31 +0300] "GET / HTTP/1.1" 301 537 "-" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
87.236.176.183 - - [24/Jul/2023:17:19:31 +0300] "GET / HTTP/1.1" 200 5530 "http://th.devserver.ro" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
87.236.176.208 - - [24/Jul/2023:17:19:32 +0300] "GET /favicon.ico HTTP/1.1" 404 5157 "-" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
104.248.204.195 - - [24/Jul/2023:17:19:32 +0300] "GET /favicon.ico HTTP/1.1" 404 5157 "-" "Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)"
23.128.248.17 - - [24/Jul/2023:17:19:34 +0300] "GET /favicon.ico HTTP/1.1" 404 5157 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
89.175.184.250 - - [24/Jul/2023:19:51:24 +0300] "HEAD / HTTP/1.1" 200 5052 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
89.175.184.250 - - [24/Jul/2023:19:51:36 +0300] "GET / HTTP/1.1" 200 5598 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
143.110.158.61 - - [24/Jul/2023:23:58:12 +0300] "GET / HTTP/1.1" 301 518 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
143.110.158.61 - - [24/Jul/2023:23:58:12 +0300] "GET / HTTP/1.1" 200 5527 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
169.150.201.10 - - [25/Jul/2023:00:07:43 +0300] "GET / HTTP/1.1" 200 5598 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36"
137.226.113.15 - - [25/Jul/2023:00:32:00 +0300] "GET / HTTP/1.1" 301 518 "-" "Mozilla/5.0 researchscan.comsys.rwth-aachen.de"
137.226.113.15 - - [25/Jul/2023:00:32:00 +0300] "GET / HTTP/1.1" 200 5323 "-" "Mozilla/5.0 researchscan.comsys.rwth-aachen.de"
137.226.113.15 - - [25/Jul/2023:00:32:01 +0300] "GET / HTTP/1.1" 200 5381 "-" "Mozilla/5.0 researchscan.comsys.rwth-aachen.de"
137.226.113.15 - - [25/Jul/2023:00:32:01 +0300] "GET / HTTP/1.1" 200 5323 "http://th.devserver.ro/" "Mozilla/5.0 researchscan.comsys.rwth-aachen.de"
137.226.113.15 - - [25/Jul/2023:00:32:05 +0300] "GET / HTTP/1.1" 200 5323 "-" "Mozilla/5.0 researchscan.comsys.rwth-aachen.de"
183.129.153.157 - - [25/Jul/2023:00:52:06 +0300] "GET / HTTP/1.1" 200 5327 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.108 Safari/537.36"
89.175.184.250 - - [25/Jul/2023:08:32:43 +0300] "HEAD / HTTP/1.1" 200 5052 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
89.175.184.250 - - [25/Jul/2023:08:33:04 +0300] "GET / HTTP/1.1" 200 5598 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
